video_id,title,view_count,recorded_at
22LmxZjzi4k,여배우들이 살뺄때 꼭 챙겨먹는다는 진서연의 마녀스프 레시피,1726437,2026-03-22
44evh16jsuo,박솔미가 한그릇 싹 비울정도로 맛있다는 구운달걀카레 레시피,755387,2026-03-22
3Xw2ggJ8jzA,한입 먹자마자 감탄만 나오는👏 한고은 오이에그샐러드 레시피,410769,2026-03-22
xyjizsgkZPA,뼈 쏙빠지는 등갈비찜 만드는 법,1585918,2026-03-22
YiYEytwaNIQ,아웃백 양송이스프보다 맛있고 건강한 스프 황금레시피,1051172,2026-03-22
C-jgquvs0IA,[⭐️100만⭐️] 아파트에서 실패 없이 집된장 만드는 법 #shrots,1380255,2026-03-22
xhw-mAnLSEs,세상에서 제일 쉬운 잡채 레시피,1501250,2026-03-22
Cg_J5qfUuBo,버터떡 집에서 만드는 끝판왕 레시피!,458701,2026-03-22
AvbKrQBCpqg,주부라면 필수 시청! 10분 완성 박준면 멸치볶음 레시피,825017,2026-03-22
iEIOFHDlEQE,현지인 레시피로 만든 진짜 상하이 버터떡?!,653478,2026-03-22
l0IPPeT8Fkw,메주가루로 3배 쉽게 담그는 집된장 레시피 #된장,717593,2026-03-22
3EHm6SZkdeU,쪽파김치에 이것을 넣어 보세요 #파김치맛있게담그는법 #파김치 #쪽파김치,859768,2026-03-22
gyPufIF5w7g,살아있는 대나무 속 &#39;비밀의 술&#39; 만드는 법,429877,2026-03-22
BSCa7lbxnWg,사근사근~ 부드러운 파김치 맛있게 담그는법😊 익을수록 새콤한 맛이 기가 막힙니다,189239,2026-03-22
rf31Eyssx_I,김치전 반죽에 이것 넣으면 식당 김치전 됩니다 #김치전 #김치전레시피 #김치전만드는법,479787,2026-03-22
af4jWubo9Fg,봄동겉절이 무칠때 제발 액젓 넣지 마세요! #레시피 #봄동 #음식,505041,2026-03-22
_UJkjVosZNw,&quot;60 평생 몰랐던 며느리도 안 가르쳐주는 황금 레시피 10가지&quot; #황금레시피 #집밥레시피 #생활지혜,721240,2026-03-22
eT5dPwHWKyQ,소금 무만 있으면 끝! 초간단 동치미 #고정댓글 #레시피,310928,2026-03-22
hNR32Iq2PPU,(후기폭발🔥)200개 넘게 만들고 정착한 진짜 맛있는 상하이 버터떡 레시피,117182,2026-03-22
TPSPoPr_2tY,아침 대신 당근 1개를 이렇게 드세요! 너무 맛있는데 살도 빠져서 요즘 매일 만들어요 👍초간단 3분 영양 당근밥 만드는 법 (10kg 감량 레시피),100580,2026-03-22
lOq-2McDRZY,요즘 유행하는 상하이 버터떡 만들기🥮 | 빠작쫀득 #버터떡레시피,123358,2026-03-22
KxooLp00hp4,부추전 만들 때 이것 넣어야 바삭해집니다 #부추전 #부추전맛있게하는법 #부추전황금레시피,287037,2026-03-22
11aq4zgFg7E,버터떡 실패 이유 총정리! 겉바속쫀 만드는 비밀 재료까지 공개✨(타피오카 아님),76126,2026-03-22
mO3loTLdED8,혈당은 떨어지고 면역력은 높이는 순두부 버섯 들깨탕,192033,2026-03-22
FUhwcI26JVw,향긋한 향이 일품인 미나리무침 만드는법,153828,2026-03-22
Y4GclJ4gzaU,진짜 안알려주는 젤라또 질감 만드는법 #초콜릿 #젤라또 #디저트 #간식,139379,2026-03-22
Xz_g-Yqiitg,시어꼬부라져도 맛있는 부추김치 담그는법,72008,2026-03-22
kwEUG2anbVw,식탁에 매일 올라가는 곰피장아찌 만드는법,109406,2026-03-22
vybYd8Dv6rE,해외에 사시거나 집근처에 방앗간이 없으신분들 집에서 쌀을 갈아보세요! 말랑쫀득 최고의 식감으로 만드는 꿀팁! 영양가득 서리태떡 만들기,51982,2026-03-22
r1lb8J6ntyk,기가 막히게 새콤한 파김치 맛있게 담그는법,104765,2026-03-22
TTfdqzUCQZU,찹쌀가루 없이 쫀득한 버터떡 만들기,88900,2026-03-22
0j741H9unQo,떡볶이 황금 레시피,70895,2026-03-22
ufSfCQ3FxtQ,SNS 레시피로 만든 투썸 아이스박스… 싱크로율 몇 %?!,105144,2026-03-22
VUnqBgFOcuM,봄의 보약 [ 쑥국 ] 더 고소하게 끓이는 법,92966,2026-03-22
1TpdD7rRMCA,10분만에 15000원짜리 프로틴 크럼블 만드는법!,76411,2026-03-22
4be-vN7H0iw,"당근 1개 있으면 아침 걱정 끝! 노안,항암에 최고!!🥕",77607,2026-03-22
nZxnFSHg880,밀가루빵 먹지말고 두부 이렇게 드세요,60967,2026-03-22
HZfi8qQ2Ngs,구워 먹으면 질기다고요? 그럼 이렇게 드세요!,255205,2026-03-22
PH427TCx9iU,"제일 싼 소고기, 이렇게 먹으면 고급요리 됩니다!",74180,2026-03-22
WEORBuzbYl8,"(146) 3x Speed 케이크 디저트 베이킹 영상 | Cake Dessert Baking Video | 버터떡, 딸기 타르트, 크레이프 케이크, 치즈케이크, 초콜릿 머핀",4760,2026-03-22
NnLv2YMZ2Lo,겉바속쫀 완벽한 구움색의 비밀✨ 상하이 버터떡 Perfect Butter Mochi #Shorts,10429,2026-03-22
gTTeEw37Fu4,딸기 크런치 미니 치즈케이크 만들기 | 한번 만들면 계속 생각나는 맛! | Strawberry Crunch Mini Cheesecake Recipe,20808,2026-03-22
lPxL8KIxF5E,초코 폭발! 오렌지 커드 가나슈 케이크 Chocolate Blast! Orange Curd Ganache Cake #Shorts,22936,2026-03-22
oBKHyhHaMdo,겉바속쫀 완벽한 상하이 버터떡 만들기 | 실패 없이 굽는 팁!+말차맛 | Perfect Butter Mochi Recipe | Crispy Chewy Butter Rice Cake,38102,2026-03-22
FrD4HrSXhZU,오렌지 초콜릿 가나슈 케이크 만들기 | 촉촉한 초코 시트와 상큼한 오렌지 커드 | Orange Chocolate Ganache Cake Recipe | Moist Cake,18733,2026-03-22
4MjmgsZlPuc,요즘 가장 핫한💚 쫀득 바삭 디저트 & 케이크 레시피 모음 | 음악 없는 홈베이킹 ASMR | Chewy & Crunchy Dessert | No Music Baking ASMR,33022,2026-03-22
vj9_uiWVcLs,직접 만든 치즈로 폭신한 건강 디저트! 코티지 치즈 수플레케이크 Fluffy Cottage Cheese Souffle Cheesecake #Shorts,16593,2026-03-22
EOWHzaz5eWc,브라우니인데 쿠키처럼 바삭해요!🍫 Brownies That Taste Like Cookies! Thin & Crispy #Shorts,15050,2026-03-22
bXHHpEj_VRY,"직접 만든 코티지 치즈로 폭신한 수플레 치즈케이크 만들기 | 밀가루, 정제당 없는 고단백 건강 디저트 | Fluffy Cottage Cheese Souffle Cheesecake",21758,2026-03-22
8Yj5uD25gkI,언제쯤 안혼날 수 있을까요 #shorts #cooking #이연복 #이홍운 #레시피,151869,2026-03-22
2FuE5AswQK0,[이연복] 부드러운 계란과 매콤한 마파소스의 조화! 마파계란덮밥!,19976,2026-03-22
u38_xPNMM1w,문정희배우 마누이야기  #shorts #cooking #이연복 #레시피,13671,2026-03-22
EAMARbzztoI,베이킹 테라피 받는 날🍓딸기밭 케이크 (딸기 2팩 넣었습니다),37418,2026-03-22
x49dsdclfhQ,어린 쑥을 먹을 수 있는 요즘 구수한 쑥 국을 맛있게 끓여보세요,8316,2026-03-22
KqOhHplx6g0,아직도 첨가물 섞인 육수 쓰시나요? 화학 성분 단 1%도 없는 깨끗한 육수,2129,2026-03-22
SO6ANllvn4g,봄에 나오는 무는 수분이 많고 단맛이 좋아요 깍두기 담그는 방법,21901,2026-03-22
miQpVN6_EmA,3번 리필하는 미나리갑오징어무침 이렇게 하면 인정받습니다,38042,2026-03-22
nt-EfgMV2Wc,밥 대신 토마토를 드세요 다이어트에 최고입니다,85518,2026-03-22
1nZ7Fcom19U,밥 대신 양배추전을 드세요,251267,2026-03-22
dfPmsSHSdmo,"깻잎 이렇게 드세요 빈혈, 치매 예방에 너무 좋습니다",239619,2026-03-22
JwI8tOT8zHg,양배추를 전자렌지에 넣어보세요 혈당 뚝 떨어집니다,156325,2026-03-22
-LDGD_rF4b0,라면에 이것 넣으면 해장할 때 진짜 최고입니다.,148950,2026-03-22
